id_student,total_clicks,avg_clicks_per_day,max_clicks_per_day,days_with_no_activity,variance_of_clicks,num_activity_types,most_frequent_activity_type,active_days,interaction_gap,first_interaction_date,last_interaction_date,project_trajectory_score,dynamic_interaction_index,final_result
6516,459,3.991304347826087,24,0,17.359572845156368,6,oucontent,31,2.161290322580645,202,269,459.0,0.009077302986193933,Pass
11391,179,3.3773584905660377,19,0,14.854862119013061,6,oucontent,7,6.142857142857143,210,253,179.0,0.021531846821542373,Pass
23698,140,3.4146341463414633,49,0,73.59878048780487,5,resource,5,5.0,206,231,140.0,0.06127837971753473,Pass
23798,88,1.6603773584905661,7,0,1.5362844702467344,8,homepage,12,5.25,204,267,88.0,0.014084879897100494,Distinction
24186,39,2.1666666666666665,6,0,3.676470588235294,4,quiz,6,5.833333333333333,205,240,39.0,0.04916442236201092,Pass
24213,361,2.074712643678161,12,0,3.283403096139789,8,subpage,32,1.71875,182,237,361.0,0.005019435752932036,Withdrawn
24213,361,2.074712643678161,12,0,3.283403096139789,8,subpage,32,1.71875,182,237,361.0,0.005019435752932036,Pass
24391,180,4.864864864864865,72,0,134.509009009009,5,quiz,11,4.7272727272727275,197,249,180.0,0.06443223280109767,Distinction
24734,180,2.608695652173913,18,0,8.035805626598465,6,forumng,13,3.6923076923076925,204,252,180.0,0.01574860921411681,Pass
25107,422,4.395833333333333,37,0,26.241666666666678,5,forumng,19,2.6842105263157894,187,238,422.0,0.01213900964067561,Pass
25150,189,2.0106382978723403,17,0,4.075154426904599,7,oucontent,28,1.6785714285714286,183,230,189.0,0.010680958588655363,Pass
26023,182,4.918918918918919,49,0,78.46546546546547,6,homepage,17,3.176470588235294,199,253,182.0,0.048670733309949143,Pass
26192,240,2.891566265060241,15,0,6.195415809579785,6,oucontent,17,2.823529411764706,206,254,240.0,0.010371080090793294,Distinction
26211,3198,6.70440251572327,67,0,101.70865704772477,12,oucontent,56,1.0714285714285714,181,241,3198.0,0.003153555659363887,Pass
26315,605,5.170940170940171,138,0,178.36707928087242,6,oucontent,20,3.0,197,257,605.0,0.02207506422577331,Pass
27116,397,2.4060606060606062,44,0,14.340206947524022,9,forumng,33,2.0303030303030303,202,269,397.0,0.009538656348539372,Distinction
27189,753,7.762886597938144,84,0,311.68277491408935,8,quiz,6,0.8333333333333334,222,227,753.0,0.023445603960154427,Fail
27683,949,9.125,122,0,444.1492718446602,7,oucontent,11,3.4545454545454546,194,232,949.0,0.02220742810555261,Pass
27759,32,1.6842105263157894,4,0,1.2280701754385965,2,homepage,11,5.363636363636363,204,263,32.0,0.03463072740647754,Fail
27780,163,3.880952380952381,19,0,20.351335656213703,6,oucontent,8,4.875,188,227,163.0,0.027676352553308716,Pass
28046,116,2.188679245283019,9,0,4.194484760522496,7,subpage,9,3.888888888888889,198,233,116.0,0.01765555284923684,Fail
28061,172,2.4225352112676055,15,0,5.847484909456741,6,homepage,25,2.68,202,269,172.0,0.014059054288453865,Pass
28400,123,2.7333333333333334,9,0,4.290909090909089,5,forumng,8,4.375,204,239,123.0,0.0168410647374736,Pass
28787,246,3.5142857142857142,48,0,43.847619047619055,6,forumng,15,4.2,205,268,246.0,0.026917697041778432,Pass
28897,755,5.8984375,54,0,141.52503690944872,11,oucontent,22,2.0454545454545454,181,226,755.0,0.01575686037963142,Distinction
29144,356,2.421768707482993,40,0,15.766098220109953,6,resource,20,2.2,182,226,356.0,0.011153524251961578,Fail
29335,1186,4.509505703422053,68,0,54.83864975473835,10,forumng,58,1.1206896551724137,202,267,1186.0,0.0062439395158931845,Distinction
29411,260,1.870503597122302,7,0,1.8236888749869677,7,subpage,16,2.375,197,235,260.0,0.005194000970320363,Withdrawn
29411,260,1.870503597122302,7,0,1.8236888749869677,7,subpage,16,2.375,197,235,260.0,0.005194000970320363,Pass
29420,199,2.551282051282051,42,0,25.7051282051282,7,forumng,13,3.076923076923077,205,245,199.0,0.02547750002706913,Pass
29639,1028,2.8241758241758244,39,0,15.004813368449732,9,forumng,65,1.353846153846154,181,269,1028.0,0.0037680979567699777,Pass
29639,1028,2.8241758241758244,39,0,15.004813368449732,9,forumng,65,1.353846153846154,181,269,1028.0,0.0037680979567699777,Pass
29764,719,7.118811881188119,63,0,156.6057425742574,6,quiz,14,2.857142857142857,197,237,719.0,0.017405037013629304,Distinction
29820,341,2.7950819672131146,34,0,21.17253759653163,8,subpage,15,2.066666666666667,196,227,341.0,0.013493731907403484,Pass
29820,341,2.7950819672131146,34,0,21.17253759653163,8,subpage,15,2.066666666666667,196,227,341.0,0.013493731907403484,Pass
29985,208,3.1515151515151514,29,0,19.053613053613063,6,oucontent,13,4.3076923076923075,182,238,208.0,0.020985790626727698,Pass
30091,228,4.56,31,0,42.61877551020409,7,forumng,9,4.444444444444445,203,243,228.0,0.02863291980320346,Pass
30096,65,2.5,25,0,22.66000000000001,6,resource,7,5.142857142857143,203,239,65.0,0.07323464760253481,Distinction
30531,61,4.066666666666666,30,0,59.352380952380955,3,oucontent,4,8.5,186,220,61.0,0.12629589584069187,Fail
30850,370,2.642857142857143,27,0,8.763617677286739,7,forumng,43,1.4651162790697674,202,265,370.0,0.008000921092558073,Distinction
31107,595,3.5416666666666665,39,0,21.207834331337327,6,forumng,46,1.2826086956521738,181,240,595.0,0.007739825964241504,Pass
31161,252,3.6,31,0,21.779710144927538,6,homepage,31,1.935483870967742,202,262,252.0,0.018519340084966807,Distinction
31173,226,2.4835164835164836,10,0,4.696947496947496,6,forumng,18,3.2777777777777777,197,256,226.0,0.00958957618226072,Fail
31296,729,12.789473684210526,92,0,552.4906015037594,6,quiz,6,9.166666666666666,208,263,729.0,0.03224296107472939,Fail
31600,65,2.7083333333333335,13,0,11.172101449275363,5,forumng,5,6.0,210,240,65.0,0.051422605599992635,Pass
31604,289,3.1758241758241756,17,0,10.213186813186814,6,forumng,22,2.6818181818181817,205,264,289.0,0.011058158108646288,Pass
31663,1110,3.814432989690722,26,0,15.66199786704586,7,forumng,52,1.0961538461538463,181,238,1110.0,0.003565337125478453,Pass
31849,315,3.6206896551724137,15,0,12.191659983961506,6,forumng,22,2.909090909090909,204,268,315.0,0.011084621477419607,Pass
32239,129,3.0,20,0,11.476190476190473,6,oucontent,10,4.0,197,237,129.0,0.026260873254828215,Pass
32885,123,2.0847457627118646,11,0,3.8030391583869076,6,forumng,12,3.3333333333333335,207,247,123.0,0.015854782445854445,Pass
32930,13,1.8571428571428572,5,0,2.142857142857143,3,resource,1,0.0,231,231,13.0,0.1126038545709846,Pass
33796,30,1.5789473684210527,9,0,3.47953216374269,5,resource,7,7.428571428571429,200,252,30.0,0.062178347104140594,Pass
