id_student,total_clicks,avg_clicks_per_day,max_clicks_per_day,days_with_no_activity,variance_of_clicks,num_activity_types,most_frequent_activity_type,active_days,interaction_gap,first_interaction_date,last_interaction_date,project_trajectory_score,dynamic_interaction_index,final_result
6516,468,3.9,49,0,34.56134453781514,6,forumng,34,1.911764705882353,68,133,939.4925373134329,0.012561730206903533,Pass
8462,119,1.5866666666666667,6,0,1.1376576576576576,7,subpage,18,2.5555555555555554,72,118,238.88805970149255,0.008963112259446697,Withdrawn
8462,119,1.5866666666666667,6,0,1.1376576576576576,7,subpage,18,2.5555555555555554,72,118,238.88805970149255,0.008963112259446697,Withdrawn
11391,163,4.075,25,0,26.019871794871793,6,forumng,10,5.5,74,129,327.2164179104478,0.031294280559586246,Pass
23629,38,3.1666666666666665,7,0,3.424242424242424,3,forumng,4,5.75,64,87,76.28358208955224,0.04869660172495063,Fail
23698,149,3.5476190476190474,53,0,77.76596980255516,6,homepage,13,3.076923076923077,94,134,299.1119402985075,0.059184574242964944,Pass
23798,142,1.8933333333333333,16,0,4.015495495495496,6,homepage,25,2.52,71,134,285.05970149253733,0.014111761474637208,Distinction
24186,25,1.7857142857142858,6,0,2.0274725274725274,3,homepage,6,8.833333333333334,65,118,50.1865671641791,0.056955737585918806,Pass
24213,349,3.034782608695652,17,0,10.718077803203661,7,subpage,20,2.95,61,120,700.6044776119403,0.009380652015604278,Withdrawn
24213,349,3.034782608695652,17,0,10.718077803203661,7,subpage,20,2.95,61,120,700.6044776119403,0.009380652015604278,Pass
24391,156,2.6440677966101696,14,0,7.095265926358857,6,homepage,17,3.4705882352941178,71,130,313.1641791044776,0.017074961779984205,Distinction
24734,71,1.42,4,0,0.4526530612244897,6,homepage,18,3.2777777777777777,72,131,142.52985074626866,0.009475985383755827,Pass
25107,1243,6.407216494845361,51,0,90.7918647508146,7,forumng,34,1.6176470588235294,62,117,2495.276119402985,0.007665709185702967,Pass
25150,350,3.0701754385964914,18,0,8.331315013196708,6,oucontent,28,2.0357142857142856,63,120,702.6119402985074,0.008246862118503364,Pass
25572,2,1.0,1,0,0.0,1,homepage,2,2.5,88,93,4.014925373134329,0.0,Withdrawn
26023,251,3.535211267605634,25,0,21.19517102615693,6,homepage,17,3.3529411764705883,72,129,503.8731343283582,0.0183419177305726,Pass
26192,528,3.74468085106383,16,0,10.548632218844984,5,oucontent,31,2.0,72,134,1059.9402985074628,0.006151260974362387,Distinction
26211,3431,6.181981981981982,132,0,137.01194913324875,10,oucontent,60,0.9833333333333333,61,120,6887.604477611941,0.0034116031306513097,Pass
26315,431,4.184466019417476,50,0,46.465638682657534,9,oucontent,20,2.55,79,130,865.2164179104477,0.015815709718899347,Pass
26734,83,1.8444444444444446,4,0,0.9525252525252526,6,homepage,13,4.076923076923077,78,131,166.61940298507463,0.01175872291532537,Fail
27116,279,2.325,25,0,9.885084033613444,8,forumng,23,2.782608695652174,68,132,560.0820895522388,0.011269015585555237,Distinction
27189,535,5.631578947368421,67,0,137.7245240761478,6,subpage,18,2.888888888888889,62,114,1073.9925373134329,0.021935718193038842,Fail
27417,74,2.740740740740741,8,0,4.045584045584045,6,homepage,8,7.125,69,126,148.55223880597015,0.027180590916466595,Withdrawn
27417,74,2.740740740740741,8,0,4.045584045584045,6,homepage,8,7.125,69,126,148.55223880597015,0.027180590916466595,Withdrawn
27683,36,2.0,5,0,1.6470588235294115,8,subpage,3,4.666666666666667,85,99,72.26865671641791,0.035649385995541544,Pass
27759,67,2.576923076923077,15,0,9.453846153846154,6,homepage,8,5.125,81,122,134.5,0.04589120512116639,Fail
27780,156,3.183673469387755,9,0,6.569727891156462,6,oucontent,14,3.7857142857142856,65,118,313.1641791044776,0.01643043617410447,Pass
27891,53,2.409090909090909,7,0,3.681818181818182,5,forumng,7,4.714285714285714,61,94,106.3955223880597,0.036203895230198,Withdrawn
27891,53,2.409090909090909,7,0,3.681818181818182,5,forumng,7,4.714285714285714,61,94,106.3955223880597,0.036203895230198,Fail
27935,187,2.493333333333333,9,0,3.442522522522522,6,subpage,16,2.625,85,127,375.3955223880597,0.00992194439025725,Fail
28046,69,1.864864864864865,10,0,3.2312312312312303,4,subpage,9,5.0,83,128,138.51492537313433,0.026051631603131953,Fail
28061,340,2.4113475177304964,11,0,4.215298885511651,8,oucontent,35,1.8857142857142857,68,134,682.5373134328358,0.006038586194720553,Pass
28400,259,2.7263157894736842,18,0,6.32855543113102,7,forumng,21,3.142857142857143,68,134,519.9328358208955,0.009712980796957291,Pass
28418,58,3.0526315789473686,24,0,29.3859649122807,4,subpage,4,8.75,64,99,116.43283582089552,0.09346348793394056,Fail
28787,87,2.175,9,0,3.0711538461538455,7,forumng,8,7.875,70,133,174.6492537313433,0.020143342336236335,Pass
28808,10,3.3333333333333335,8,0,16.333333333333332,3,homepage,1,0.0,85,85,20.074626865671643,0.40414518843273806,Fail
28897,753,3.765,51,0,53.497261306532664,8,oucontent,33,1.696969696969697,61,117,1511.6194029850747,0.009713389380526799,Distinction
29144,573,2.146067415730337,16,0,4.967305905212468,6,resource,47,1.2340425531914894,62,120,1150.2761194029852,0.003889607968095418,Fail
29335,1936,4.380090497737557,52,0,37.868809062086356,9,forumng,56,1.1785714285714286,68,134,3886.4477611940297,0.0031785970106749553,Distinction
29411,77,1.54,4,0,0.8657142857142859,6,subpage,15,3.2,82,130,154.57462686567163,0.012083606299023216,Withdrawn
29411,77,1.54,4,0,0.8657142857142859,6,subpage,15,3.2,82,130,154.57462686567163,0.012083606299023216,Pass
29420,115,2.0535714285714284,14,0,5.251623376623375,6,resource,9,5.777777777777778,70,122,230.8582089552239,0.019927322347123137,Pass
29639,1714,3.4979591836734696,171,0,80.12371770794205,9,forumng,63,1.1587301587301588,61,134,3440.7910447761196,0.005222395139048162,Pass
29639,1714,3.4979591836734696,171,0,80.12371770794205,9,forumng,63,1.1587301587301588,61,134,3440.7910447761196,0.005222395139048162,Pass
29764,966,4.782178217821782,85,0,96.54933254519483,6,quiz,28,2.0,61,117,1939.2089552238806,0.010171792952175834,Distinction
29769,750,5.0,50,0,75.43624161073829,7,oucontent,23,2.739130434782609,68,131,1505.597014925373,0.011580538587416643,Fail
29820,450,2.5139664804469275,73,0,32.36356788651058,8,resource,28,2.0,61,117,903.3582089552239,0.012641997007136464,Pass
29820,450,2.5139664804469275,73,0,32.36356788651058,8,resource,28,2.0,61,117,903.3582089552239,0.012641997007136464,Pass
29985,112,3.2941176470588234,17,0,14.032085561497325,5,oucontent,8,6.5,62,114,224.8358208955224,0.0334459155935336,Pass
30091,579,5.462264150943396,47,0,72.02237196765499,6,forumng,23,2.869565217391304,68,134,1162.3208955223881,0.014657339469233645,Pass
30096,111,3.3636363636363638,50,0,77.67613636363636,5,resource,12,4.666666666666667,77,133,222.82835820895522,0.07940005969799492,Distinction
30531,117,6.5,56,0,171.3235294117647,4,quiz,4,1.75,61,68,234.87313432835822,0.11187232001034002,Fail
30549,18,1.5,4,0,1.3636363636363638,3,homepage,7,5.0,91,126,36.134328358208954,0.06487491201346024,Fail
30850,358,4.837837837837838,73,0,120.32950758978156,5,quiz,22,2.8181818181818183,68,130,718.6716417910447,0.030641007638932124,Distinction
31014,33,2.5384615384615383,7,0,4.769230769230769,3,homepage,7,6.428571428571429,70,115,66.24626865671642,0.06617748049686895,Withdrawn
31107,830,4.068627450980392,34,0,13.591326185646672,6,forumng,50,1.18,61,120,1666.1940298507463,0.004441736850932823,Pass
31161,836,4.832369942196531,64,0,67.58220190885869,7,quiz,47,1.3829787234042554,68,133,1678.2388059701493,0.009833540058973068,Distinction
31173,191,3.7450980392156863,15,0,15.833725490196075,8,homepage,13,4.6923076923076925,67,128,383.42537313432837,0.02083330578741559,Fail
31205,111,2.522727272727273,12,0,5.65063424947146,7,forumng,10,5.7,72,129,222.82835820895522,0.02141537185978385,Fail
31269,29,2.0714285714285716,4,0,1.302197802197802,6,forumng,3,3.0,63,72,58.21641791044776,0.03934961441759096,Withdrawn
31269,29,2.0714285714285716,4,0,1.302197802197802,6,forumng,3,3.0,63,72,58.21641791044776,0.03934961441759096,Withdrawn
31296,97,3.129032258064516,14,0,14.18279569892473,4,subpage,8,5.5,90,134,194.72388059701493,0.038824796605133494,Fail
31600,12,1.7142857142857142,3,0,0.5714285714285714,4,forumng,1,0.0,116,116,24.08955223880597,0.0629940788348712,Pass
31604,462,3.4477611940298507,15,0,9.046122769610594,6,oucontent,32,2.0,68,132,927.4477611940299,0.006510124036292247,Pass
31663,1381,4.618729096989966,42,0,24.753473547170657,7,forumng,56,1.0178571428571428,61,118,2772.305970149254,0.003602669281615581,Pass
31849,113,2.5681818181818183,8,0,3.7394291754756868,5,forumng,15,4.066666666666666,71,132,226.84328358208955,0.017112923644091307,Pass
32221,332,3.5319148936170213,45,0,36.552733928162894,9,oucontent,20,2.7,75,129,666.4776119402985,0.018210499104032486,Fail
32239,119,3.2162162162162162,22,0,15.007507507507508,6,forumng,11,5.454545454545454,67,127,238.88805970149255,0.032554222185010126,Pass
32327,71,2.2903225806451615,8,0,3.346236559139785,4,oucontent,7,2.7142857142857144,83,102,142.52985074626866,0.025764396326323387,Withdrawn
32885,185,2.8461538461538463,17,0,8.975961538461537,6,oucontent,18,3.3333333333333335,74,134,371.3805970149254,0.0161945454645644,Pass
32930,25,2.7777777777777777,10,0,8.444444444444445,3,oucontent,3,14.333333333333334,67,110,50.1865671641791,0.11623730516108463,Pass
33387,51,3.1875,14,0,14.695833333333333,5,homepage,5,7.0,87,122,102.38059701492537,0.07516695075437492,Withdrawn
33387,51,3.1875,14,0,14.695833333333333,5,homepage,5,7.0,87,122,102.38059701492537,0.07516695075437492,Fail
33666,187,2.2,9,0,3.185714285714287,5,forumng,19,3.1052631578947367,61,120,375.3955223880597,0.009544689502909386,Withdrawn
33681,98,2.0,9,0,3.708333333333332,7,subpage,5,5.6,94,122,196.7313432835821,0.019650034027706362,Withdrawn
33681,98,2.0,9,0,3.708333333333332,7,subpage,5,5.6,94,122,196.7313432835821,0.019650034027706362,Fail
33796,46,1.84,5,0,1.473333333333333,5,homepage,10,5.7,66,123,92.34328358208955,0.02638716153048279,Pass
33915,951,3.8346774193548385,29,0,25.90373187932608,11,oucontent,34,1.7058823529411764,61,119,1909.097014925373,0.005351809561974227,Distinction
33930,37,1.3703703703703705,4,0,0.6267806267806267,6,homepage,16,3.75,66,126,74.27611940298507,0.021397156252084843,Pass
34068,38,2.533333333333333,15,0,16.123809523809523,4,homepage,8,3.0,70,94,76.28358208955224,0.10566964122883364,Withdrawn
34087,79,1.58,6,0,1.0240816326530615,6,homepage,18,3.0555555555555554,73,128,158.58955223880596,0.012809736526889576,Withdrawn
34087,79,1.58,6,0,1.0240816326530615,6,homepage,18,3.0555555555555554,73,128,158.58955223880596,0.012809736526889576,Fail
34229,160,3.5555555555555554,14,0,11.025252525252522,6,forumng,12,4.916666666666667,61,120,321.1940298507463,0.020752684808662148,Pass
34293,125,5.0,25,0,38.0,6,oucontent,7,2.142857142857143,64,79,250.93283582089552,0.049315312023751806,Withdrawn
34353,22,2.2,7,0,3.288888888888889,3,forumng,3,6.666666666666667,68,88,44.16417910447761,0.08243315459839663,Fail
34431,1,1.0,1,0,,1,homepage,1,0.0,116,116,2.0074626865671643,,Withdrawn
34431,1,1.0,1,0,,1,homepage,1,0.0,116,116,2.0074626865671643,,Withdrawn
34653,35,1.8421052631578947,6,0,2.473684210526317,5,subpage,6,4.833333333333333,83,112,70.26119402985074,0.044937000894688536,Fail
34662,51,3.0,21,0,22.75,4,oucontent,4,8.75,68,103,102.38059701492537,0.09352345111930839,Withdrawn
34731,6,1.5,2,0,0.3333333333333333,4,forumng,1,0.0,92,92,12.044776119402986,0.09622504486493762,Withdrawn
34863,16,2.2857142857142856,7,0,4.904761904761904,3,homepage,3,9.333333333333334,61,89,32.11940298507463,0.13841685659801767,Pass
35001,37,1.6818181818181819,5,0,1.0844155844155843,6,oucontent,6,2.6666666666666665,85,101,74.27611940298507,0.028144669366401077,Fail
