id_student,total_clicks,avg_clicks_per_day,max_clicks_per_day,days_with_no_activity,variance_of_clicks,num_activity_types,most_frequent_activity_type,active_days,interaction_gap,first_interaction_date,last_interaction_date,project_trajectory_score,dynamic_interaction_index,final_result
6516,1080,4.695652173913044,32,0,32.05543952914372,7,forumng,53,1.6981132075471699,-23,67,4336.119402985075,0.005242363275295907,Pass
8462,524,2.3710407239819005,16,0,6.498066639243108,9,subpage,38,1.763157894736842,-6,61,2103.820895522388,0.004864752987324693,Withdrawn
8462,524,2.3710407239819005,16,0,6.498066639243108,9,subpage,38,1.763157894736842,-6,61,2103.820895522388,0.004864752987324693,Withdrawn
11391,544,5.978021978021978,76,0,100.33284493284489,6,oucontent,19,3.6842105263157894,-5,65,2184.1194029850744,0.018412919892320394,Pass
23629,115,2.948717948717949,13,0,8.155195681511472,5,forumng,12,5.416666666666667,-6,59,461.7164179104478,0.02483243759710472,Fail
23698,486,3.328767123287671,78,0,102.2635805384979,7,homepage,38,2.236842105263158,-18,67,1951.2537313432836,0.02080770720204382,Pass
23798,207,2.090909090909091,9,0,2.307977736549165,8,forumng,25,2.8,-4,66,831.0895522388059,0.007339144897868001,Distinction
24186,27,1.588235294117647,6,0,1.6323529411764712,4,homepage,8,7.375,-4,55,108.40298507462687,0.047319840150269014,Pass
24213,700,3.125,21,0,10.917040358744392,8,forumng,34,2.0294117647058822,-11,58,2810.4477611940297,0.00472013497704453,Withdrawn
24213,700,3.125,21,0,10.917040358744392,8,forumng,34,2.0294117647058822,-11,58,2810.4477611940297,0.00472013497704453,Pass
24391,100,2.380952380952381,10,0,5.168408826945411,5,homepage,12,4.583333333333333,2,57,401.4925373134328,0.022734134746995344,Distinction
24734,169,2.449275362318841,19,0,6.721653878942883,6,oucontent,16,5.125,-18,64,678.5223880597015,0.015340918689732383,Pass
25107,196,2.5789473684210527,17,0,8.647017543859649,7,homepage,30,2.3,-9,60,786.9253731343284,0.015002965089299256,Pass
25150,453,4.398058252427185,82,0,90.24195697696554,7,oucontent,30,2.566666666666667,-18,59,1818.7611940298507,0.020970367932817504,Pass
25261,981,3.0849056603773586,39,0,13.806648413784895,7,forumng,39,2.1538461538461537,-18,66,3938.6417910447763,0.0037876960885471463,Withdrawn
25572,109,1.981818181818182,7,0,1.9070707070707071,6,homepage,21,4.0,-23,61,437.6268656716418,0.012669424848374636,Withdrawn
25629,16,2.2857142857142856,4,0,1.238095238095238,2,forumng,3,3.6666666666666665,-8,3,64.23880597014926,0.06954358003302334,Withdrawn
25629,16,2.2857142857142856,4,0,1.238095238095238,2,forumng,3,3.6666666666666665,-8,3,64.23880597014926,0.06954358003302334,Withdrawn
25997,9,3.0,7,0,12.0,2,quiz,1,0.0,35,35,36.134328358208954,0.38490017945975047,Withdrawn
26023,134,2.4363636363636365,10,0,4.139393939393939,5,resource,21,3.619047619047619,-14,62,538.0,0.015183209389684864,Pass
26192,1086,3.596026490066225,25,0,14.25486787969462,7,oucontent,45,1.6222222222222222,-14,59,4360.20895522388,0.003476576361876065,Distinction
26211,5044,6.698539176626826,226,0,199.55394733124217,12,oucontent,73,1.0684931506849316,-18,60,20251.283582089553,0.0028006257885735495,Pass
